atp,location,tournament,date,series,court,surface,round,best of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,wta,tier,pinnacle_prob_w,pinnacle_prob_l,offer_odds_w,offer_odds_l,offer_source,market_prob_w,market_prob_l,value_edge_w,value_edge_l
1.0,Adelaide,Adelaide International 1,2023-01-01,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Gasquet R.,61.0,68.0,776.0,740.0,7.0,6.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.91,1.91,1.93,1.95,1.99,1.95,1.89,1.89,,,0.502577319587629,0.4974226804123712,1.99,1.95,max,0.5025125628140703,0.5128205128205129,0.00012886597938166489,-0.030025773195876182
1.0,Adelaide,Adelaide International 1,2023-01-01,ATP250,Outdoor,Hard,1st Round,3,Mcdonald M.,Galan D.E.,63.0,67.0,775.0,741.0,6.0,3.0,,,,,,,,,1.0,0.0,Retired,1.36,3.2,1.39,3.25,1.44,3.4,1.36,3.12,,,0.7004310344827586,0.2995689655172413,1.44,3.4,max,0.6944444444444444,0.29411764705882354,0.008620689655172376,0.018534482758620463
1.0,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,O Connell C.,29.0,78.0,1420.0,652.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.58,2.53,1.64,2.53,1.58,2.36,,,0.6155717761557177,0.38442822384428227,1.64,2.53,max,0.6097560975609756,0.3952569169960475,0.00953771289537686,-0.027396593673965963
1.0,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Rune H.,36.0,11.0,1134.0,2888.0,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,3.75,1.29,4.0,1.28,4.0,1.31,3.56,1.29,,,0.24242424242424243,0.7575757575757576,4.0,1.31,max,0.25,0.7633587786259541,-0.030303030303030276,-0.007575757575757569
1.0,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,Auger-Aliassime F.,120.0,6.0,469.0,4195.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,6.5,1.11,6.2,1.15,6.75,1.18,6.04,1.13,,,0.15646258503401358,0.8435374149659863,6.75,1.18,max,0.14814814814814814,0.8474576271186441,0.05612244897959173,-0.004625850340136184
1.0,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Halys Q.,Thompson J.,64.0,84.0,767.0,626.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.14,1.78,2.15,1.83,2.08,1.74,,,0.4540816326530612,0.5459183673469388,2.15,1.83,max,0.46511627906976744,0.5464480874316939,-0.02372448979591857,-0.0009693877551020247
1.0,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Safiullin R.,Ymer M.,88.0,69.0,606.0,739.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.27,1.7,2.36,1.71,2.2,1.65,,,0.4282115869017632,0.5717884130982368,2.36,1.71,max,0.42372881355932207,0.5847953216374269,0.010579345088161052,-0.022241813602015048
1.0,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Draper J.,Kwon S.W.,42.0,83.0,990.0,630.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.69,2.29,1.7,2.4,1.65,2.22,,,0.5753768844221105,0.42462311557788945,1.7,2.4,max,0.5882352941176471,0.4166666666666667,-0.02185929648241214,0.019095477386934734
1.0,Adelaide,Adelaide International 1,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Cressy M.,93.0,34.0,592.0,1163.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.97,1.92,2.0,2.12,1.9,1.89,,,0.493573264781491,0.5064267352185091,2.0,2.12,max,0.5,0.4716981132075471,-0.01285347043701801,0.0736246786632393
1.0,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Medvedev D.,Sonego L.,7.0,45.0,4065.0,950.0,7.0,6.0,2.0,1.0,,,,,,,1.0,0.0,Retired,1.11,6.5,1.13,7.18,1.15,7.18,1.12,6.15,,,0.8640192539109506,0.13598074608904934,1.15,7.18,max,0.8695652173913044,0.1392757660167131,-0.0063778580024068665,-0.023658243080625807
1.0,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Khachanov K.,Cachin P.,20.0,57.0,1990.0,813.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.18,5.52,1.24,5.52,1.18,4.84,,,0.8238805970149253,0.17611940298507464,1.24,5.52,max,0.8064516129032259,0.1811594202898551,0.021611940298507326,-0.02782089552238809
1.0,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Lestienne C.,5.0,65.0,4820.0,760.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.03,17.0,1.02,18.89,1.04,18.89,1.02,13.52,,,0.9487694625816173,0.051230537418382724,1.04,18.89,max,0.9615384615384615,0.05293806246691371,-0.0132797589151179,-0.03225514816675035
1.0,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Sinner J.,Edmund K.,15.0,582.0,2410.0,52.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.13,7.01,1.15,7.01,1.12,6.04,,,0.8611793611793612,0.13882063882063883,1.15,7.01,max,0.8695652173913044,0.14265335235378032,-0.009643734643734692,-0.02686732186732188
1.0,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,Hijikata R.,18.0,164.0,2075.0,344.0,2.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.25,4.0,1.29,3.96,1.29,4.1,1.26,3.82,,,0.7542857142857143,0.24571428571428575,1.29,4.1,max,0.7751937984496123,0.24390243902439027,-0.026971428571428424,0.007428571428571562
1.0,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Rublev A.,21.0,8.0,1940.0,3930.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,2.72,1.5,3.0,1.5,2.71,1.46,,,0.35545023696682465,0.6445497630331753,3.0,1.5,max,0.3333333333333333,0.6666666666666666,0.06635071090047395,-0.033175355450236976
1.0,Adelaide,Adelaide International 1,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Korda S.,Murray A.,33.0,49.0,1175.0,920.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.62,2.44,1.63,2.56,1.58,2.36,,,0.6009852216748769,0.3990147783251232,1.63,2.56,max,0.6134969325153374,0.390625,-0.02039408866995074,0.021477832512315498
1.0,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Draper J.,20.0,42.0,1990.0,990.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.43,1.63,2.46,1.82,2.25,1.63,,,0.4014778325123153,0.5985221674876848,2.46,1.82,max,0.4065040650406504,0.5494505494505494,-0.012364532019704444,0.08931034482758649
1.0,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Nishioka Y.,Mcdonald M.,36.0,63.0,1134.0,775.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.69,2.31,1.7,2.45,1.64,2.24,,,0.5775000000000001,0.42250000000000004,1.7,2.45,max,0.5882352941176471,0.4081632653061224,-0.018249999999999766,0.03512500000000007
1.0,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Kecmanovic M.,7.0,29.0,4065.0,1420.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.18,5.66,1.18,6.0,1.16,5.24,,,0.827485380116959,0.17251461988304093,1.18,6.0,max,0.8474576271186441,0.16666666666666666,-0.023567251461988348,0.0350877192982455
1.0,Adelaide,Adelaide International 1,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Popyrin A.,Giron M.,120.0,61.0,469.0,776.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.73,2.1,1.78,2.17,1.85,2.22,1.74,2.09,,,0.549367088607595,0.450632911392405,1.85,2.22,max,0.5405405405405405,0.4504504504504504,0.016329113924050676,0.00040506329113920714
1.0,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov D.,Safiullin R.,18.0,88.0,2075.0,606.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.51,2.78,1.51,3.02,1.45,2.73,,,0.6480186480186481,0.351981351981352,1.51,3.02,max,0.6622516556291391,0.33112582781456956,-0.021491841491841468,0.06298368298368295
1.0,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Halys Q.,5.0,64.0,4820.0,767.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.04,19.16,1.03,20.42,1.02,14.1,,,0.9485148514851485,0.05148514851485149,1.03,20.42,max,0.970873786407767,0.04897159647404505,-0.02302970297029705,0.051326732673267594
1.0,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Bautista Agut R.,33.0,21.0,1175.0,1940.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.85,2.06,1.85,2.24,1.79,2.01,,,0.526854219948849,0.4731457800511509,1.85,2.24,max,0.5405405405405405,0.4464285714285714,-0.025319693094629336,0.05984654731457817
1.0,Adelaide,Adelaide International 1,2023-01-05,ATP250,Outdoor,Hard,2nd Round,3,Sinner J.,Kokkinakis T.,15.0,93.0,2410.0,592.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.27,4.25,1.29,4.25,1.24,3.92,,,0.769927536231884,0.23007246376811594,1.29,4.25,max,0.7751937984496123,0.23529411764705882,-0.006793478260869512,-0.022192028985507317
1.0,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Nishioka Y.,Popyrin A.,36.0,120.0,1134.0,469.0,7.0,6.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.73,2.1,1.76,2.18,1.77,2.35,1.68,2.16,,,0.5532994923857868,0.44670050761421315,1.77,2.35,max,0.5649717514124294,0.425531914893617,-0.020659898477157324,0.049746192893400876
1.0,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Korda S.,Sinner J.,33.0,15.0,1175.0,2410.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.51,1.6,2.56,1.6,2.44,1.55,,,0.38929440389294406,0.6107055961070559,2.56,1.6,max,0.390625,0.625,-0.0034063260340632118,-0.0228710462287105
1.0,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Khachanov K.,7.0,20.0,4065.0,1990.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.26,4.31,1.3,4.31,1.24,3.97,,,0.7737881508078995,0.22621184919210058,1.3,4.31,max,0.7692307692307692,0.2320185614849188,0.005924596050269404,-0.025026929982046586
1.0,Adelaide,Adelaide International 1,2023-01-06,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Shapovalov D.,5.0,18.0,4820.0,2075.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.17,5.96,1.19,5.96,1.15,5.34,,,0.8359046283309958,0.16409537166900418,1.19,5.96,max,0.8403361344537815,0.16778523489932887,-0.005273492286115067,-0.021991584852735113
1.0,Adelaide,Adelaide International 1,2023-01-07,ATP250,Outdoor,Hard,Semifinals,3,Korda S.,Nishioka Y.,33.0,36.0,1175.0,1134.0,7.0,6.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.33,3.4,1.37,3.39,1.4,3.5,1.33,3.25,,,0.7121848739495799,0.2878151260504202,1.4,3.5,max,0.7142857142857143,0.2857142857142857,-0.002941176470588225,0.007352941176470784
1.0,Adelaide,Adelaide International 1,2023-01-07,ATP250,Outdoor,Hard,Semifinals,3,Djokovic N.,Medvedev D.,5.0,7.0,4820.0,4065.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.62,2.47,1.62,2.78,1.54,2.46,,,0.6039119804400979,0.39608801955990225,1.62,2.78,max,0.6172839506172839,0.3597122302158274,-0.021662591687041433,0.10112469437652827
1.0,Adelaide,Adelaide International 1,2023-01-08,ATP250,Outdoor,Hard,The Final,3,Djokovic N.,Korda S.,5.0,33.0,4820.0,1175.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.14,5.5,1.16,6.14,1.18,6.14,1.15,5.55,,,0.8410958904109589,0.1589041095890411,1.18,6.14,max,0.8474576271186441,0.16286644951140067,-0.007506849315068509,-0.024328767123287687
2.0,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Bonzi B.,Tseng C.H.,60.0,115.0,781.0,490.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.04,1.43,3.1,1.4,2.91,,,0.680089485458613,0.319910514541387,1.43,3.1,max,0.6993006993006994,0.3225806451612903,-0.027472035794183447,-0.008277404921700149
2.0,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Carballes Baena R.,Zapata Miralles B.,74.0,72.0,695.0,712.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.08,1.83,2.1,1.83,2.01,1.78,,,0.46803069053708446,0.5319693094629157,2.1,1.83,max,0.47619047619047616,0.5464480874316939,-0.017135549872122624,-0.026496163682864338
2.0,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Mmoh M.,Dhamne M.,113.0,,507.0,,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.002,41.0,1.01,38.66,1.02,41.0,1.01,22.04,,,0.9745399546256617,0.025460045374338294,1.02,41.0,max,0.9803921568627451,0.024390243902439025,-0.005969246281825047,0.043861860347869985
2.0,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Griekspoor T.,Munar J.,95.0,58.0,584.0,802.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.88,2.01,1.9,2.03,1.82,1.97,,,0.5167095115681234,0.4832904884318767,1.9,2.03,max,0.5263157894736842,0.4926108374384237,-0.018251928020565633,-0.018920308483290404
2.0,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Molcan A.,70.0,50.0,738.0,895.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.89,2.0,1.95,2.0,1.88,1.9,,,0.5141388174807198,0.4858611825192801,1.95,2.0,max,0.5128205128205129,0.5,0.0025706940874035134,-0.028277634961439757
2.0,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Basilashvili N.,101.0,91.0,562.0,595.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.87,1.47,3.0,1.47,2.76,1.44,,,0.33870967741935487,0.6612903225806452,3.0,1.47,max,0.3333333333333333,0.6802721088435374,0.016129032258064502,-0.027903225806451548
2.0,Pune,Maharashtra Open,2023-01-02,ATP250,Outdoor,Hard,1st Round,3,Krajinovic F.,Nagal S.,54.0,503.0,845.0,70.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,4.0,1.28,3.99,1.28,4.33,1.25,3.89,,,0.7571157495256167,0.24288425047438328,1.28,4.33,max,0.78125,0.23094688221709006,-0.03089184060721062,0.05168880455407954
2.0,Pune,Maharashtra Open,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Van Rijthoven T.,Albot R.,111.0,103.0,516.0,559.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.83,2.08,1.87,2.11,1.79,2.01,,,0.5319693094629157,0.46803069053708446,1.87,2.11,max,0.53475935828877,0.47393364928909953,-0.005217391304347729,-0.012455242966751823
2.0,Pune,Maharashtra Open,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Marterer M.,Ymer E.,159.0,127.0,354.0,444.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.73,2.06,1.83,2.15,1.83,2.04,1.77,,,0.47043701799485865,0.5295629820051414,2.15,1.83,max,0.46511627906976744,0.5464480874316939,0.011439588688946012,-0.030899742930591168
2.0,Pune,Maharashtra Open,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Martinez P.,Ramanathan R.,62.0,435.0,776.0,98.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.38,1.66,2.34,1.75,2.4,1.63,2.25,,,0.585,0.415,1.75,2.4,max,0.5714285714285714,0.4166666666666667,0.023749999999999938,-0.004000000000000115
2.0,Pune,Maharashtra Open,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Karatsev A.,Andujar P.,59.0,121.0,795.0,467.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.31,3.79,1.33,3.79,1.29,3.52,,,0.7431372549019608,0.25686274509803925,1.33,3.79,max,0.7518796992481203,0.2638522427440633,-0.011627450980392084,-0.026490196078431283
2.0,Pune,Maharashtra Open,2023-01-03,ATP250,Outdoor,Hard,1st Round,3,Cobolli F.,Mukund S.,171.0,340.0,335.0,146.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.37,3.37,1.38,3.53,1.34,3.19,,,0.7109704641350211,0.28902953586497887,1.38,3.53,max,0.7246376811594204,0.28328611898017,-0.018860759493670942,0.02027426160337531
2.0,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Marterer M.,Djere L.,159.0,70.0,354.0,738.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.36,1.67,2.58,1.67,2.38,1.56,,,0.4143920595533499,0.5856079404466502,2.58,1.67,max,0.38759689922480617,0.5988023952095809,0.0691315136476427,-0.022034739454094177
2.0,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Karatsev A.,Van Rijthoven T.,59.0,111.0,795.0,516.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.74,2.23,1.76,2.38,1.67,2.19,,,0.5617128463476071,0.438287153652393,1.76,2.38,max,0.5681818181818182,0.42016806722689076,-0.011385390428211517,0.04312342569269534
2.0,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Martinez P.,Baez S.,62.0,43.0,776.0,987.0,3.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,1.91,1.91,1.97,1.93,1.97,1.95,1.91,1.88,,,0.49487179487179483,0.5051282051282052,1.97,1.95,max,0.5076142131979695,0.5128205128205129,-0.025102564102564173,-0.014999999999999791
2.0,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Griekspoor T.,Cecchinato M.,95.0,101.0,584.0,562.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.31,3.85,1.36,3.85,1.29,3.52,,,0.7461240310077518,0.253875968992248,1.36,3.85,max,0.7352941176470588,0.2597402597402597,0.014728682170542573,-0.02257751937984509
2.0,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Cobolli F.,35.0,171.0,1160.0,335.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.29,3.97,1.3,4.04,1.27,3.72,,,0.7547528517110266,0.2452471482889734,1.3,4.04,max,0.7692307692307692,0.24752475247524752,-0.018821292775665466,-0.009201520912547445
2.0,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Bonzi B.,Ruusuvuori E.,60.0,40.0,781.0,1011.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.3,1.69,2.45,1.7,2.27,1.62,,,0.4235588972431078,0.5764411027568922,2.45,1.7,max,0.4081632653061224,0.5882352941176471,0.03771929824561426,-0.020050125313283318
2.0,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Krajinovic F.,Mmoh M.,54.0,113.0,845.0,507.0,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,1.86,2.05,1.86,2.16,1.79,2.01,,,0.5242966751918159,0.4757033248081842,1.86,2.16,max,0.5376344086021505,0.4629629629629629,-0.02480818414322239,0.0275191815856779
2.0,Pune,Maharashtra Open,2023-01-04,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Carballes Baena R.,17.0,74.0,2105.0,695.0,6.0,3.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.22,4.33,1.23,4.68,1.25,4.68,1.21,4.28,,,0.7918781725888324,0.2081218274111675,1.25,4.68,max,0.8,0.2136752136752137,-0.010152284263959421,-0.025989847715736203
2.0,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Karatsev A.,Martinez P.,59.0,62.0,795.0,776.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.5,2.81,1.54,2.81,1.48,2.63,,,0.6519721577726217,0.3480278422273782,1.54,2.81,max,0.6493506493506493,0.35587188612099646,0.004037122969837492,-0.022041763341067222
2.0,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Griekspoor T.,Cilic M.,95.0,17.0,584.0,2105.0,,,,,,,,,,,,,Walkover,2.75,1.44,3.07,1.43,3.07,1.47,2.79,1.43,,,0.3177777777777778,0.6822222222222223,3.07,1.47,max,0.32573289902280134,0.6802721088435374,-0.024422222222222123,0.002866666666666795
2.0,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Van De Zandschulp B.,Marterer M.,35.0,159.0,1160.0,354.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.4,3.23,1.47,3.45,1.42,2.83,,,0.6976241900647947,0.3023758099352052,1.47,3.45,max,0.6802721088435374,0.2898550724637681,0.02550755939524829,0.043196544276457916
2.0,Pune,Maharashtra Open,2023-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Bonzi B.,Krajinovic F.,60.0,54.0,781.0,845.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.6,2.52,1.62,2.65,1.53,2.48,,,0.6116504854368933,0.3883495145631068,1.62,2.65,max,0.6172839506172839,0.37735849056603776,-0.009126213592232868,0.029126213592232997
2.0,Pune,Maharashtra Open,2023-01-06,ATP250,Outdoor,Hard,Semifinals,3,Griekspoor T.,Karatsev A.,95.0,59.0,584.0,795.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.53,1.59,2.63,1.62,2.46,1.54,,,0.38592233009708743,0.6140776699029126,2.63,1.62,max,0.3802281368821293,0.6172839506172839,0.014975728155339985,-0.005194174757281567
2.0,Pune,Maharashtra Open,2023-01-06,ATP250,Outdoor,Hard,Semifinals,3,Bonzi B.,Van De Zandschulp B.,60.0,35.0,781.0,1160.0,7.0,6.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.3,1.62,2.25,1.72,2.33,1.72,2.22,1.65,,,0.4332493702770781,0.566750629722922,2.33,1.72,max,0.4291845493562232,0.5813953488372093,0.009471032745592023,-0.025188916876574208
2.0,Pune,Maharashtra Open,2023-01-07,ATP250,Outdoor,Hard,The Final,3,Griekspoor T.,Bonzi B.,95.0,60.0,584.0,781.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,2.3,1.62,2.31,1.69,2.38,1.73,2.24,1.64,,,0.42250000000000004,0.5775000000000001,2.38,1.73,max,0.42016806722689076,0.5780346820809249,0.005550000000000166,-0.0009249999999998426
3.0,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Mcdonald M.,Evans D.,63.0,27.0,775.0,1450.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.57,1.56,2.6,1.56,2.51,1.51,,,0.37772397094431,0.6222760290556901,2.6,1.56,max,0.3846153846153846,0.641025641025641,-0.017917675544793954,-0.029249394673123374
3.0,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Draper J.,Sonego L.,40.0,44.0,1010.0,950.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.83,1.48,2.9,1.44,2.75,,,0.6566125290023201,0.3433874709976798,1.48,2.9,max,0.6756756756756757,0.3448275862068966,-0.028213457076566195,-0.004176334106728574
3.0,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Edmund K.,28.0,583.0,1420.0,52.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.23,4.67,1.23,5.0,1.2,4.53,,,0.7915254237288135,0.20847457627118643,1.23,5.0,max,0.8130081300813008,0.2,-0.026423728813559366,0.04237288135593209
3.0,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Nakashima B.,32.0,47.0,1280.0,927.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.88,1.47,2.95,1.47,2.79,1.43,,,0.33793103448275863,0.6620689655172414,2.95,1.47,max,0.3389830508474576,0.6802721088435374,-0.003103448275861953,-0.026758620689655177
3.0,Adelaide,Adelaide International 2,2023-01-09,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Popyrin A.,110.0,113.0,522.0,506.0,6.0,0.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.73,2.1,1.75,2.18,1.75,2.3,1.7,2.14,,,0.5547073791348601,0.44529262086514,1.75,2.3,max,0.5714285714285714,0.4347826086956522,-0.029262086513994756,0.024173027989821794
3.0,Adelaide,Adelaide International 2,2023-01-10,ATP250,Outdoor,Hard,1st Round,3,Paul T.,O Connell C.,35.0,79.0,1185.0,652.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.51,2.73,1.51,3.0,1.45,2.71,,,0.6438679245283019,0.35613207547169806,1.51,3.0,max,0.6622516556291391,0.3333333333333333,-0.027759433962264102,0.06839622641509413
