atp,location,tournament,date,series,court,surface,round,best of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,wta,tier,pinnacle_prob_w,pinnacle_prob_l,offer_odds_w,offer_odds_l,offer_source,market_prob_w,market_prob_l,value_edge_w,value_edge_l
19.0,Indian Wells,BNP Paribas Open,2024-03-07,Masters 1000,Outdoor,Hard,1st Round,3,Michelsen A.,Munar J.,80.0,75.0,754.0,776.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.41,3.1,1.44,3.2,1.39,2.98,,,0.6873614190687362,0.31263858093126384,1.44,3.2,max,0.6944444444444444,0.3125,-0.010199556541020005,0.00044345898004438666
19.0,Indian Wells,BNP Paribas Open,2024-03-07,Masters 1000,Outdoor,Hard,1st Round,3,Seyboth Wild T.,Wolf J.J.,65.0,94.0,820.0,640.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.64,2.39,1.65,2.43,1.6,2.35,,,0.5930521091811414,0.4069478908188585,1.65,2.43,max,0.6060606060606061,0.4115226337448559,-0.02146401985111679,-0.011116625310173767
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Shang J.,Thompson J.,139.0,33.0,465.0,1246.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.8,1.49,2.8,1.5,2.72,1.46,,,0.3473193473193473,0.6526806526806527,2.8,1.5,max,0.35714285714285715,0.6666666666666666,-0.02750582750582753,-0.020979020979021046
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Fils A.,Borges N.,43.0,60.0,1078.0,887.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.77,2.16,1.77,2.16,1.75,2.1,,,0.549618320610687,0.45038167938931295,1.77,2.16,max,0.5649717514124294,0.4629629629629629,-0.027175572519083868,-0.02717557251908398
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Zapata Miralles B.,108.0,144.0,568.0,457.0,4.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.56,2.59,1.56,2.63,1.52,2.53,,,0.6240963855421686,0.3759036144578313,1.56,2.63,max,0.641025641025641,0.3802281368821293,-0.026409638554216963,-0.011373493975903703
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Kypson P.,Quinn E.,151.0,284.0,443.0,196.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.68,2.31,1.68,2.31,1.65,2.24,,,0.5789473684210525,0.42105263157894735,1.68,2.31,max,0.5952380952380952,0.4329004329004329,-0.02736842105263171,-0.027368421052631597
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Raonic M.,Nagal S.,224.0,101.0,275.0,603.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.39,3.25,1.43,3.25,1.38,3.06,,,0.7004310344827586,0.2995689655172413,1.43,3.25,max,0.6993006993006994,0.3076923076923077,0.001616379310344751,-0.026400862068965747
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Zhang Zh.,Kovacevic A.,50.0,92.0,1006.0,654.0,6.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.62,2.3,1.61,2.46,1.65,2.46,1.62,2.31,,,0.6044226044226043,0.3955773955773956,1.65,2.46,max,0.6060606060606061,0.4065040650406504,-0.002702702702702897,-0.026879606879606888
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Muller A.,Grenier H.,88.0,146.0,689.0,455.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.89,2.0,1.89,2.02,1.82,1.98,,,0.5141388174807198,0.4858611825192801,1.89,2.02,max,0.5291005291005292,0.49504950495049505,-0.028277634961439646,-0.018560411311054126
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Tabilo A.,Kotov P.,39.0,67.0,1116.0,819.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.62,2.3,1.66,2.34,1.7,2.34,1.64,2.26,,,0.585,0.415,1.7,2.34,max,0.5882352941176471,0.4273504273504274,-0.00550000000000006,-0.028900000000000148
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Van De Zandschulp B.,131.0,82.0,485.0,750.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.68,2.3,1.7,2.3,1.64,2.24,,,0.5778894472361809,0.42211055276381915,1.7,2.3,max,0.5882352941176471,0.4347826086956522,-0.017587939698492594,-0.029145728643216073
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Cobolli F.,64.0,62.0,831.0,880.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.1,1.41,3.2,1.41,3.0,1.39,,,0.31263858093126384,0.6873614190687362,3.2,1.41,max,0.3125,0.7092198581560284,0.00044345898004438666,-0.030820399113082098
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,1st Round,3,Klein L.,Moreno De Alboran N.,141.0,166.0,459.0,387.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.57,2.54,1.59,2.54,1.56,2.41,,,0.6180048661800486,0.3819951338199513,1.59,2.54,max,0.6289308176100629,0.39370078740157477,-0.017372262773722724,-0.029732360097323607
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Daniel T.,10.0,76.0,3210.0,773.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.09,9.35,1.11,9.35,1.07,8.44,,,0.8955938697318007,0.10440613026819923,1.11,9.35,max,0.9009009009009008,0.10695187165775401,-0.005890804597701194,-0.02380268199233726
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Kokkinakis T.,3.0,99.0,8270.0,609.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.07,11.05,1.1,11.05,1.07,9.1,,,0.9117161716171617,0.08828382838283828,1.1,11.05,max,0.9090909090909091,0.09049773755656108,0.0028877887788778533,-0.024463696369636856
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Shevchenko A.,22.0,51.0,1840.0,1000.0,6.0,2.0,3.0,1.0,,,,,,,1.0,0.0,Retired,2.1,1.73,2.35,1.66,2.35,1.74,2.2,1.67,,,0.4139650872817955,0.5860349127182045,2.35,1.74,max,0.425531914893617,0.5747126436781609,-0.027182044887780532,0.019700748129675816
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Lestienne C.,31.0,100.0,1295.0,606.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.24,4.45,1.26,4.45,1.24,4.08,,,0.7820738137082601,0.21792618629173988,1.26,4.45,max,0.7936507936507936,0.2247191011235955,-0.014586994727592284,-0.030228471001757518
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,O Connell C.,6.0,66.0,4950.0,819.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.19,5.44,1.19,5.55,1.17,5.13,,,0.8205128205128206,0.1794871794871795,1.19,5.55,max,0.8403361344537815,0.1801801801801802,-0.023589743589743528,-0.0038461538461538325
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Murray A.,5.0,61.0,5010.0,885.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.18,5.66,1.2,5.66,1.17,5.02,,,0.827485380116959,0.17251461988304093,1.2,5.66,max,0.8333333333333334,0.17667844522968199,-0.007017543859649145,-0.023567251461988348
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Pouille L.,11.0,273.0,3170.0,202.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,5.92,1.17,5.92,1.15,5.44,,,0.8361581920903954,0.1638418079096045,1.17,5.92,max,0.8547008547008548,0.16891891891891891,-0.02169491525423739,-0.03005649717514136
19.0,Indian Wells,BNP Paribas Open,2024-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Marozsan F.,Jarry N.,58.0,24.0,914.0,1575.0,3.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.67,2.23,1.72,2.23,1.72,2.19,1.68,,,0.43544303797468353,0.5645569620253165,2.23,1.72,max,0.4484304932735426,0.5813953488372093,-0.028962025316455753,-0.028962025316455642
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Mensik J.,16.0,81.0,2145.0,751.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.63,1.5,2.77,1.5,2.77,1.48,2.66,,,0.648711943793911,0.351288056206089,1.5,2.77,max,0.6666666666666666,0.36101083032490977,-0.02693208430913363,-0.02693208430913352
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Griekspoor T.,Hanfmann Y.,27.0,57.0,1445.0,920.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,2.96,1.45,3.15,1.4,2.94,,,0.671201814058957,0.3287981859410431,1.45,3.15,max,0.6896551724137931,0.31746031746031744,-0.026757369614512472,0.03571428571428581
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Lehecka J.,Nakashima B.,32.0,93.0,1260.0,645.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,1.87,2.03,1.9,2.03,1.83,1.98,,,0.5205128205128204,0.47948717948717956,1.9,2.03,max,0.5263157894736842,0.4926108374384237,-0.011025641025641186,-0.02664102564102555
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Arnaldi M.,2.0,40.0,8805.0,1091.0,6.0,7.0,6.0,0.0,6.0,1.0,,,,,2.0,1.0,Completed,1.1,7.0,1.14,6.75,1.14,7.03,1.11,6.53,,,0.8555133079847909,0.1444866920152091,1.14,7.03,max,0.8771929824561404,0.14224751066856328,-0.024714828897338448,0.015741444866920196
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Bublik A.,Shang J.,20.0,139.0,1984.0,465.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.68,2.31,1.68,2.31,1.65,2.24,,,0.5789473684210525,0.42105263157894735,1.68,2.31,max,0.5952380952380952,0.4329004329004329,-0.02736842105263171,-0.027368421052631597
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Struff J.L.,Coric B.,25.0,35.0,1531.0,1194.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,2.3,1.62,2.28,1.69,2.33,1.69,2.27,1.64,,,0.42569269521410585,0.5743073047858943,2.33,1.69,max,0.4291845493562232,0.591715976331361,-0.00813602015113335,-0.02942065491183865
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Seyboth Wild T.,Khachanov K.,65.0,15.0,820.0,2300.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.29,3.97,1.29,3.98,1.32,3.67,1.29,,,0.2452471482889734,0.7547528517110266,3.98,1.32,max,0.25125628140703515,0.7575757575757576,-0.023916349809885884,-0.0037262357414449276
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Lajovic D.,18.0,56.0,2115.0,927.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.54,2.64,1.54,2.75,1.5,2.6,,,0.631578947368421,0.3684210526315789,1.54,2.75,max,0.6493506493506493,0.36363636363636365,-0.027368421052631597,0.013157894736842035
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Rune H.,Raonic M.,7.0,224.0,3720.0,275.0,,,,,,,,,,,,,Walkover,1.44,2.75,1.42,3.06,1.5,3.06,1.43,2.84,,,0.6830357142857143,0.3169642857142857,1.5,3.06,max,0.6666666666666666,0.32679738562091504,0.024553571428571397,-0.030089285714285707
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Norrie C.,Sonego L.,28.0,55.0,1380.0,935.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.66,2.35,1.7,2.35,1.63,2.26,,,0.5860349127182045,0.4139650872817955,1.7,2.35,max,0.5882352941176471,0.425531914893617,-0.0037406483790523026,-0.027182044887780532
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Machac T.,21.0,63.0,1950.0,868.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.66,1.53,2.75,1.54,2.61,1.49,,,0.36515513126491644,0.6348448687350835,2.75,1.54,max,0.36363636363636365,0.6493506493506493,0.004176610978520179,-0.022338902147971407
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Humbert U.,Kypson P.,14.0,151.0,2415.0,443.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.19,5.41,1.21,5.43,1.18,4.86,,,0.8196969696969697,0.1803030303030303,1.21,5.43,max,0.8264462809917356,0.1841620626151013,-0.008166666666666655,-0.02095454545454556
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Nardi L.,Zhang Zh.,123.0,50.0,513.0,1006.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.4,3.14,1.4,3.15,1.45,3.02,1.38,,,0.3083700440528634,0.6916299559471365,3.15,1.45,max,0.31746031746031744,0.6896551724137931,-0.0286343612334804,0.00286343612334794
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Fils A.,Davidovich Fokina A.,43.0,23.0,1078.0,1595.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.22,1.73,2.24,1.75,2.14,1.7,,,0.43797468354430374,0.5620253164556962,2.24,1.75,max,0.4464285714285714,0.5714285714285714,-0.018936708860759488,-0.016455696202531622
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Muller A.,13.0,88.0,2880.0,689.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,5.75,1.18,5.75,1.16,5.21,,,0.8321273516642547,0.16787264833574528,1.18,5.75,max,0.8474576271186441,0.17391304347826086,-0.01808972503617956,-0.03473227206946461
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Tabilo A.,12.0,39.0,3015.0,1116.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.2,5.04,1.2,5.3,1.18,4.94,,,0.8076923076923076,0.19230769230769226,1.2,5.3,max,0.8333333333333334,0.18867924528301888,-0.030769230769230882,0.01923076923076894
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Baez S.,Fognini F.,19.0,108.0,1985.0,568.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.38,3.26,1.4,3.5,1.34,3.26,,,0.7025862068965517,0.29741379310344823,1.4,3.5,max,0.7142857142857143,0.2857142857142857,-0.016379310344827647,0.04094827586206873
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,Shapovalov D.,26.0,131.0,1480.0,485.0,6.0,4.0,2.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.5,1.53,2.64,1.53,2.64,1.56,2.55,1.51,,,0.3669064748201439,0.6330935251798562,2.64,1.56,max,0.3787878787878788,0.641025641025641,-0.0313669064748201,-0.012374100719424352
19.0,Indian Wells,BNP Paribas Open,2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Vukic A.,1.0,69.0,9675.0,801.0,6.0,2.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.02,21.0,1.02,26.38,1.02,26.38,1.01,16.81,,,0.9627737226277372,0.03722627737226277,1.02,26.38,max,0.9803921568627451,0.03790750568612585,-0.017970802919708095,-0.017970802919708095
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Korda S.,Safiullin R.,29.0,42.0,1345.0,1080.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.67,2.33,1.78,2.45,1.62,2.3,,,0.5825,0.4175,1.78,2.45,max,0.5617977528089888,0.4081632653061224,0.03685000000000005,0.02287499999999998
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Klein L.,9.0,141.0,3405.0,459.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.23,4.54,1.25,4.54,1.22,4.28,,,0.7868284228769498,0.21317157712305027,1.25,4.54,max,0.8,0.22026431718061673,-0.016464471403812797,-0.03220103986135181
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Michelsen A.,17.0,80.0,2120.0,754.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.49,2.81,1.5,2.81,1.46,2.73,,,0.6534883720930232,0.3465116279069767,1.5,2.81,max,0.6666666666666666,0.35587188612099646,-0.019767441860465196,-0.026302325581395447
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Hurkacz H.,54.0,8.0,937.0,3405.0,6.0,0.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.63,1.5,2.68,1.52,2.68,1.57,2.55,1.51,,,0.36190476190476184,0.6380952380952382,2.68,1.57,max,0.3731343283582089,0.6369426751592356,-0.030095238095238175,0.0018095238095239274
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Carballes Baena R.,4.0,64.0,7715.0,831.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.03,15.84,1.04,18.0,1.03,12.54,,,0.9389448725548311,0.061055127445168944,1.04,18.0,max,0.9615384615384615,0.05555555555555555,-0.023497332542975702,0.098992294013041
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Marozsan F.,Seyboth Wild T.,58.0,65.0,914.0,820.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.25,1.72,2.25,1.77,2.16,1.69,,,0.4332493702770781,0.566750629722922,2.25,1.77,max,0.4444444444444444,0.5649717514124294,-0.025188916876574208,0.0031486146095720535
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,Tiafoe F.,11.0,18.0,3170.0,2115.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.1,1.44,3.3,1.4,2.97,,,0.6843267108167771,0.31567328918322296,1.44,3.3,max,0.6944444444444444,0.30303030303030304,-0.014569536423841067,0.04172185430463582
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,Bublik A.,10.0,20.0,3210.0,1984.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.25,4.46,1.29,4.46,1.25,3.94,,,0.7810858143607706,0.21891418563922943,1.29,4.46,max,0.7751937984496123,0.2242152466367713,0.007600700525394188,-0.023642732049036774
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Auger-Aliassime F.,2.0,31.0,8805.0,1295.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.22,4.96,1.22,5.0,1.2,4.6,,,0.8025889967637541,0.19741100323624597,1.22,5.0,max,0.819672131147541,0.2,-0.020841423948220084,-0.012944983818770184
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Struff J.L.,3.0,25.0,8270.0,1531.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.07,12.24,1.07,12.29,1.05,10.07,,,0.9196093163035312,0.08039068369646882,1.07,12.29,max,0.9345794392523364,0.08136696501220506,-0.016018031555221635,-0.011998497370398264
19.0,Indian Wells,BNP Paribas Open,2024-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Lehecka J.,Rublev A.,32.0,5.0,1260.0,5010.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.21,1.27,4.21,1.29,3.82,1.27,,,0.2317518248175183,0.7682481751824818,4.21,1.29,max,0.23752969121140144,0.7751937984496123,-0.024324817518248,-0.008959854014598423
19.0,Indian Wells,BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Griekspoor T.,6.0,27.0,4950.0,1445.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.32,3.77,1.32,3.77,1.3,3.54,,,0.7406679764243614,0.2593320235756385,1.32,3.77,max,0.7575757575757576,0.26525198938992045,-0.02231827111984286,-0.02231827111984286
19.0,Indian Wells,BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Shelton B.,Cerundolo F.,16.0,22.0,2145.0,1840.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.25,4.0,1.31,3.8,1.31,4.08,1.28,3.72,,,0.7436399217221136,0.25636007827788654,1.31,4.08,max,0.7633587786259541,0.24509803921568626,-0.02583170254403122,0.0459491193737771
19.0,Indian Wells,BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Rune H.,Musetti L.,7.0,26.0,3720.0,1480.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.36,3.46,1.36,3.5,1.34,3.27,,,0.7178423236514522,0.2821576763485477,1.36,3.5,max,0.7352941176470588,0.2857142857142857,-0.023734439834025012,-0.012448132780082943
19.0,Indian Wells,BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Norrie C.,54.0,28.0,937.0,1380.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.85,2.05,1.85,2.1,1.78,2.04,,,0.5256410256410255,0.4743589743589744,1.85,2.1,max,0.5405405405405405,0.47619047619047616,-0.027564102564102688,-0.0038461538461537215
19.0,Indian Wells,BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,Humbert U.,17.0,14.0,2120.0,2415.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.95,1.95,2.02,1.95,1.91,1.9,,,0.5,0.5,2.02,1.95,max,0.49504950495049505,0.5128205128205129,0.010000000000000009,-0.025000000000000022
19.0,Indian Wells,BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Fils A.,9.0,43.0,3405.0,1078.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.44,3.01,1.45,3.05,1.42,2.88,,,0.6764044943820225,0.32359550561797756,1.45,3.05,max,0.6896551724137931,0.3278688524590164,-0.0192134831460673,-0.013033707865168442
19.0,Indian Wells,BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Baez S.,12.0,19.0,3015.0,1985.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.17,5.87,1.18,5.87,1.17,5.13,,,0.8338068181818182,0.16619318181818182,1.18,5.87,max,0.8474576271186441,0.17035775127768313,-0.01610795454545455,-0.024446022727272698
19.0,Indian Wells,BNP Paribas Open,2024-03-11,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Mannarino A.,13.0,21.0,2880.0,1950.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.26,4.38,1.27,4.38,1.24,4.09,,,0.776595744680851,0.22340425531914895,1.27,4.38,max,0.7874015748031495,0.22831050228310504,-0.01372340425531915,-0.021489361702127563
19.0,Indian Wells,BNP Paribas Open,2024-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Nardi L.,Djokovic N.,123.0,1.0,513.0,9675.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,17.0,1.03,25.37,1.02,25.37,1.04,14.6,1.02,,,0.03865100416824555,0.9613489958317545,25.37,1.04,max,0.039416633819471816,0.9615384615384615,-0.019424024251610272,-0.0001970443349752493
19.0,Indian Wells,BNP Paribas Open,2024-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Korda S.,4.0,29.0,7715.0,1345.0,6.0,4.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.33,3.4,1.42,3.07,1.42,3.4,1.38,3.06,,,0.6837416481069042,0.31625835189309576,1.42,3.4,max,0.7042253521126761,0.29411764705882354,-0.02908685968819613,0.07527839643652556
19.0,Indian Wells,BNP Paribas Open,2024-03-12,Masters 1000,Outdoor,Hard,4th Round,3,Lehecka J.,Tsitsipas S.,32.0,11.0,1260.0,3170.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.67,1.54,2.88,1.55,2.68,1.47,,,0.3657957244655582,0.6342042755344418,2.88,1.55,max,0.3472222222222222,0.6451612903225806,0.053491686460807486,-0.016983372921615114
